"CONTROL_NUMBER","DONATED","DONATION_AMT","DONOR_AGE","URBANICITY","DONOR_GENDER","HOME_OWNER","INCOME_LEVEL","SES","MEDIAN_HOME_VALUE","MEDIAN_HOUSEHOLD_INCOME","DONATION_RESPONSE","MONTHS_SINCE_LAST_GIFT","EMAILS_12","LIFETIME_GIFT_COUNT","LIFETIME_EMAILS","LIFETIME_GIFT_AMOUNT","LIFETIME_MAX_GIFT_AMT","LIFETIME_MIN_GIFT_AMT","LIFETIME_AVG_GIFT_AMT"
2379,TRUE,1000,49,"T","U","H",7,"35",1596000,549000,2,8,34,8,26,8700,2000,500,1088
2384,FALSE,NA,47,"T","M","N",2,"39",929000,327000,0,12,41,8,20,8200,2000,300,1025
2393,FALSE,NA,44,"C","M","U",NA,"30",397000,207000,0,15,21,12,18,6100,700,300,508
2396,TRUE,500,NA,"T","U","U",NA,"36",588000,233000,0,18,21,3,6,2500,1000,500,833
2398,FALSE,NA,49,"R","F","U",NA,"42",1279000,4e+05,0,8,33,9,25,18500,2800,1000,2056
2408,TRUE,1000,34,"?","F","H",7,".",4500000,230000,1,18,24,16,29,14600,2000,300,913
2415,TRUE,2500,42,"S","F","H",6,"13",5501000,817000,0,16,32,2,12,3500,2500,1000,1750
2425,FALSE,NA,69,"S","M","H",6,"12",1308000,441000,27,19,30,23,25,24500,2500,500,1065
2431,FALSE,NA,83,"R","M","H",7,"53",335000,170000,0,8,32,11,29,16500,2400,500,1500
2444,FALSE,NA,82,"R","M","U",2,"46",744000,175000,21,16,37,13,35,13600,2500,500,1046
2451,FALSE,NA,81,"C","F","H",5,"29",2298000,374000,0,9,31,3,11,7000,3500,1500,2333
2464,TRUE,700,56,"?","M","H",4,".",481000,195000,0,6,36,34,29,26600,1100,500,782
2466,FALSE,NA,78,"U","M","U",2,"3",3240000,406000,2,5,39,14,26,9600,1500,300,686
2490,TRUE,300,68,"T","M","N",1,"39",620000,323000,0,7,23,31,31,10401,500,1,336
2491,FALSE,NA,NA,"R","F","U",NA,"49",678000,308000,0,4,36,15,31,21700,3000,1000,1447
2492,FALSE,NA,73,"S","F","H",7,"12",2216000,574000,0,6,39,13,30,11900,1800,500,915
2495,FALSE,NA,68,"S","M","U",NA,"21",625000,240000,0,15,40,17,28,18500,2000,500,1088
2499,TRUE,500,NA,"T","F","H",5,"38",818000,302000,3,4,35,14,32,7900,1000,500,564
2501,FALSE,NA,63,"C","F","H",5,"25",508000,239000,0,15,32,3,10,4100,1600,1000,1367
2503,FALSE,NA,79,"C","M","N",3,"24",2811000,524000,4,9,26,4,8,5500,1500,1000,1375
2510,FALSE,NA,68,"U","M","H",6,"7",959000,292000,20,13,30,3,10,5000,1800,1500,1667
2512,TRUE,2500,71,"?","M","H",5,".",1250000,319000,0,16,34,2,11,5000,2500,2500,2500
2519,TRUE,1000,NA,"S","M","H",4,"18",720000,328000,0,6,37,9,18,8500,1500,500,944
2525,FALSE,NA,41,"S","F","H",7,"14",1601000,633000,1,8,34,5,10,4900,2000,300,980
2544,FALSE,NA,67,"T","U","H",4,"35",2486000,425000,0,13,37,8,21,18900,4000,500,2363
2561,FALSE,NA,44,"T","M","U",7,"34",1144000,408000,0,18,36,11,28,11600,1500,500,1055
2567,FALSE,NA,56,"S","F","U",7,"15",1125000,278000,20,11,34,4,11,7100,2300,1000,1775
2583,TRUE,500,75,"S","F","H",5,"12",1085000,489000,2,14,34,16,25,7600,500,300,475
2586,TRUE,2000,55,"S","M","H",5,"15",916000,338000,240,6,33,3,10,6000,2500,1500,2000
2593,FALSE,NA,55,"T","F","H",7,"35",654000,406000,2,19,10,2,6,2300,2000,300,1150
2596,TRUE,2800,NA,"?","M","H",5,".",505000,205000,0,6,30,6,10,11050,2500,1000,1842
2599,FALSE,NA,72,"C","F","U",5,"24",886000,521000,26,8,30,3,10,4100,1600,1000,1367
2609,FALSE,NA,66,"T","M","H",4,"36",6e+05,257000,0,18,30,20,26,16500,1200,500,825
2615,FALSE,NA,NA,"S","F","H",5,"11",905000,474000,0,6,35,8,29,16700,2500,1000,2088
2623,FALSE,NA,69,"U","F","N",1,"10",394000,182000,10,6,37,4,14,11000,3500,2500,2750
2628,FALSE,NA,87,"S","F","U",5,"14",4474000,514000,0,16,33,3,12,3500,1500,500,1167
2640,FALSE,NA,NA,"S","F","U",NA,"17",1405000,302000,0,10,33,3,12,3700,2500,500,1233
2643,TRUE,2500,58,"S","F","U",NA,"15",2123000,422000,0,5,39,10,20,17500,2500,500,1750
2651,FALSE,NA,86,"T","F","U",NA,"37",381000,219000,0,16,37,20,39,14150,1000,250,708
2678,FALSE,NA,73,"S","F","U",4,"21",514000,307000,13,9,34,25,29,11700,600,300,468
2687,FALSE,NA,72,"C","F","H",4,"22",629000,296000,0,8,34,31,36,19300,1000,300,623
2691,TRUE,1600,NA,"C","U","U",NA,"25",834000,260000,0,5,35,8,12,8200,2400,300,1025
2693,FALSE,NA,80,"S","M","N",2,"20",544000,185000,0,5,39,8,20,8200,1500,500,1025
2749,FALSE,NA,77,"U","F","H",7,"2",899000,322000,0,6,45,15,23,17200,2000,500,1147
2757,TRUE,1000,35,"U","F","U",3,"9",770000,103000,6,17,35,17,28,14200,1100,500,835
2781,TRUE,2000,52,"U","F","H",5,"6",2432000,340000,6,17,22,2,7,1800,1500,300,900
2796,TRUE,2500,NA,"R","M","H",5,"44",682000,374000,0,17,27,2,11,3000,2000,1000,1500
2797,FALSE,NA,NA,"S","F","H",6,"13",1173000,371000,0,6,39,15,23,10100,1200,500,673
2798,FALSE,NA,NA,"?","F","U",NA,".",1073000,160000,0,15,18,3,6,1500,500,500,500
2809,TRUE,2500,29,"C","F","H",7,"24",1219000,451000,1,17,31,13,29,13600,1700,300,1046
2814,FALSE,NA,72,"S","F","N",1,"21",447000,251000,5,15,34,4,13,3200,1000,500,800
2846,FALSE,NA,NA,"T","M","H",7,"39",946000,320000,1,16,36,8,20,6100,1500,300,763
2852,FALSE,NA,67,"T","F","H",2,"39",622000,319000,0,8,27,13,24,12200,1500,300,938
2853,TRUE,1000,NA,"?","F","U",NA,".",682000,265000,0,7,27,22,33,17100,1100,300,777
2855,FALSE,NA,61,"U","F","H",4,"8",1662000,374000,0,16,34,7,25,8200,2000,200,1171
2861,TRUE,700,60,"S","M","U",2,"18",817000,388000,2,8,29,28,33,21800,1300,300,779
2867,TRUE,1300,NA,"R","F","U",NA,"43",476000,2e+05,0,8,36,4,13,4500,1500,1000,1125
2868,FALSE,NA,16,"S","F","U",NA,"21",1601000,321000,0,16,26,23,33,9800,700,200,426
2889,TRUE,300,81,"R","F","N",1,"48",208000,210000,0,5,29,22,17,7000,500,300,318
2931,FALSE,NA,86,"S","F","N",2,"17",2545000,303000,22,16,34,10,28,12500,1500,300,1250
2935,TRUE,2500,NA,"?","F","H",7,".",1609000,504000,0,10,33,4,6,9000,5000,1000,2250
2941,FALSE,NA,33,"S","F","H",6,"12",1181000,451000,0,16,29,8,18,6300,2000,500,788
2950,TRUE,200,NA,"R","M","N",2,"42",717000,306000,0,5,38,20,21,9700,1000,0,485
2951,TRUE,500,74,"T","U","U",NA,"40",1330000,367000,0,4,55,30,32,15250,800,0,508
2952,FALSE,NA,79,"C","F","U",NA,"31",792000,50000,0,11,53,34,26,30400,1400,200,894
2964,FALSE,NA,NA,"R","M","N",2,"43",292000,234000,0,4,47,24,27,20500,1600,300,854
2989,FALSE,NA,17,"U","M","H",5,"4",851000,238000,0,16,23,4,10,9500,3000,2000,2375
2991,FALSE,NA,76,"R","F","U",4,"44",684000,374000,0,6,40,22,33,13100,1200,300,595
2996,FALSE,NA,48,"C","F","U",NA,"23",1232000,290000,0,16,27,8,13,11500,2000,500,1438
2997,FALSE,NA,69,"?","M","H",1,".",879000,416000,0,9,34,28,28,11900,900,100,425
3000,FALSE,NA,65,"C","M","H",4,"28",583000,245000,0,19,36,7,16,9100,2000,600,1300
3008,FALSE,NA,72,"U","M","U",1,"8",965000,280000,4,13,41,17,35,14800,1500,250,871
3009,TRUE,2000,49,"U","F","H",5,"8",1184000,324000,0,16,33,16,25,15800,1500,500,988
3011,FALSE,NA,57,"S","F","H",5,"18",596000,391000,3,7,39,28,37,18800,1000,200,671
3012,FALSE,NA,29,"R","F","N",3,"50",341000,108000,0,16,30,19,29,17300,2500,300,911
3018,TRUE,2500,NA,"?","F","U",NA,".",1429000,260000,0,5,34,6,17,7200,2000,300,1200
3026,FALSE,NA,26,"C","U","H",4,"29",920000,221000,0,6,41,16,31,15600,1500,300,975
3028,FALSE,NA,NA,"T","F","U",NA,"37",491000,165000,0,6,30,14,17,9300,1000,400,664
3054,FALSE,NA,NA,"?","U","U",NA,".",611000,202000,0,5,38,11,27,15300,2000,500,1391
3063,FALSE,NA,80,"S","M","H",5,"18",4526000,491000,18,5,39,13,22,12300,1300,500,946
3070,FALSE,NA,78,"R","M","U",NA,"45",404000,213000,0,16,39,7,23,13000,2500,1000,1857
3093,FALSE,NA,85,"C","M","U",5,"24",708000,368000,0,16,22,4,14,8500,5000,500,2125
3099,FALSE,NA,65,"C","M","N",3,"32",278000,76000,2,14,36,5,13,6100,2100,500,1220
3109,TRUE,2500,63,"C","M","H",5,"22",1002000,434000,0,4,48,37,35,78700,3800,0,2127
3118,TRUE,1000,35,"S","F","H",6,"12",871000,383000,0,16,28,3,8,4100,2000,600,1367
3122,FALSE,NA,NA,"C","M","N",1,"30",380000,170000,0,5,31,4,9,6500,2000,1500,1625
3141,FALSE,NA,67,"R","M","H",6,"45",384000,216000,0,16,46,9,30,12200,2600,500,1356
3143,FALSE,NA,44,"C","F","N",3,"29",580000,215000,1,14,43,5,9,6800,1500,1000,1360
3155,FALSE,NA,77,"S","F","H",4,"13",1217000,583000,24,13,35,17,32,10007,1000,7,589
3160,FALSE,NA,87,"S","F","H",4,"11",1232000,451000,2,16,36,7,19,9800,2500,500,1400
3169,FALSE,NA,67,"S","M","H",3,"21",753000,411000,6,16,36,12,24,16800,3500,100,1400
3208,FALSE,NA,NA,"R","F","H",2,"48",591000,148000,31,8,43,13,23,11500,1500,500,885
3214,FALSE,NA,7,"S","M","H",7,"12",0,0,6,4,37,13,28,21300,2500,1000,1638
3227,FALSE,NA,84,"C","U","U",1,"28",805000,432000,0,16,36,9,23,10000,2000,500,1111
3237,FALSE,NA,7,"T","M","U",2,"37",697000,175000,1,10,34,12,20,11500,1500,300,958
3242,FALSE,NA,66,"?","F","U",4,".",629000,284000,0,16,35,26,24,25500,1400,500,981
3252,TRUE,2000,82,"S","F","H",5,"18",878000,369000,2,10,33,10,23,10800,1600,500,1080
3273,FALSE,NA,27,"U","U","U",2,"8",856000,233000,0,13,30,4,8,5000,2000,1000,1250
3275,FALSE,NA,52,"S","F","H",7,"14",1121000,647000,3,16,29,3,11,4000,1500,1000,1333
3283,FALSE,NA,77,"R","F","U",3,"45",521000,245000,0,16,35,10,28,9900,2000,500,990
3304,FALSE,NA,38,"?","M","H",5,".",1527000,416000,0,4,37,20,25,50700,10000,500,2535
3311,FALSE,NA,17,"R","F","U",5,"53",296000,2e+05,3,4,27,24,29,17800,1200,300,742
3312,TRUE,1500,47,"T","M","H",6,"34",930000,397000,1,6,41,9,15,10300,1500,500,1144
3318,FALSE,NA,63,"S","M","H",2,"21",0,0,0,15,36,9,17,6900,1000,500,767
3319,FALSE,NA,NA,"S","F","U",5,"12",2808000,552000,0,15,38,10,25,13600,2000,1000,1360
3325,FALSE,NA,17,"C","M","N",3,"24",701000,322000,2,5,41,14,28,8700,1000,300,621
3359,FALSE,NA,72,"R","M","U",2,"51",277000,112000,18,6,42,10,27,21700,4000,1200,2170
3366,FALSE,NA,NA,"?","F","H",4,".",3787000,965000,0,5,30,2,5,3000,1500,0,1500
3399,FALSE,NA,71,"?","F","U",NA,".",2812000,574000,0,15,39,9,17,10500,1800,500,1167
3412,FALSE,NA,58,"C","F","H",2,"27",1528000,327000,0,15,34,8,14,7400,1000,600,925
3414,FALSE,NA,65,"T","F","N",3,"41",6e+05,169000,30,15,35,7,19,11100,2500,300,1586
3424,FALSE,NA,73,"T","M","H",6,"35",850000,467000,15,15,33,2,7,7000,5000,2000,3500
3451,FALSE,NA,80,"U","M","U",NA,"3",3847000,381000,0,4,34,7,14,10500,1800,0,1500
3463,FALSE,NA,33,"R","M","N",3,"42",690000,358000,1,8,34,14,25,6900,1000,200,493
3480,FALSE,NA,60,"?","M","H",6,".",1506000,517000,0,9,39,18,32,23400,1500,1000,1300
3484,FALSE,NA,72,"R","F","H",2,"49",436000,238000,14,15,36,23,35,23500,2500,200,1022
3496,TRUE,1000,30,"C","M","U",6,"24",688000,562000,2,15,32,5,17,6000,1500,1000,1200
3504,TRUE,1700,78,"S","F","N",1,"18",7e+05,360000,11,15,36,9,14,14200,2000,1000,1578
3513,FALSE,NA,75,"C","F","H",2,"22",767000,341000,3,15,31,2,8,5000,2500,2500,2500
3522,FALSE,NA,NA,"S","M","U",NA,"20",833000,331000,0,11,29,3,5,2500,1500,0,833
3524,FALSE,NA,NA,"?","M","U",4,".",852000,293000,0,6,37,11,23,8700,1000,500,791
3525,FALSE,NA,26,"U","F","U",1,"9",475000,74000,1,7,42,20,33,25300,2600,500,1265
3539,FALSE,NA,NA,"C","M","U",2,"23",1390000,386000,0,15,35,19,24,13500,1000,300,711
3550,TRUE,1000,86,"R","M","U",2,"43",342000,243000,0,15,30,6,18,6900,1500,1000,1150
3553,TRUE,2000,81,"S","M","H",4,"18",732000,411000,7,4,35,14,20,22800,2500,500,1629
3579,TRUE,1800,37,"T","M","H",6,"34",3937000,450000,0,15,35,3,10,4600,1800,1000,1533
3608,TRUE,2700,NA,"U","M","U",2,"4",694000,205000,0,6,38,24,34,47700,3000,300,1988
3612,FALSE,NA,17,"C","F","H",5,"23",1345000,564000,0,15,35,10,23,10800,2500,500,1080
3613,FALSE,NA,81,"U","F","N",2,"3",1552000,334000,8,4,38,10,20,9300,1600,500,930
3615,FALSE,NA,67,"?","F","U",4,".",358000,228000,0,15,36,17,26,13700,1500,300,806
3628,FALSE,NA,72,"T","M","H",5,"41",361000,193000,4,15,38,18,33,18900,1500,300,1050
3631,TRUE,1300,NA,"S","M","U",NA,"16",642000,323000,0,5,43,9,12,11800,2000,1000,1311
3636,FALSE,NA,46,"R","M","U",1,"50",570000,214000,0,15,34,16,32,14000,1000,500,875
3638,TRUE,1500,NA,"?","F","U",NA,".",951000,411000,0,15,33,5,12,6100,1500,1000,1220
3639,FALSE,NA,51,"U","F","U",NA,"1",5250000,289000,0,15,33,6,15,7200,1500,1000,1200
3641,FALSE,NA,61,"C","M","U",2,"30",295000,180000,3,15,34,13,20,13600,1700,500,1046
3651,TRUE,2500,67,"?","F","H",7,".",668000,3e+05,6,6,38,6,14,15500,5000,1000,2583
3660,FALSE,NA,NA,"S","M","U",4,"18",1846000,4e+05,0,15,39,15,23,20600,2000,500,1373
3685,TRUE,1500,55,"S","F","H",4,"21",827000,277000,2,5,37,19,31,19300,1500,500,1016
3691,TRUE,2000,64,"U","U","U",1,"10",605000,396000,0,14,32,2,6,4000,2000,2000,2000
3698,FALSE,NA,73,"S","F","H",5,"21",964000,287000,6,16,18,1,6,2500,2500,0,2500
3700,FALSE,NA,73,"R","M","U",3,"51",444000,260000,0,15,29,9,27,10700,1500,500,1189
3706,FALSE,NA,NA,"T","F","U",2,"36",415000,238000,0,4,33,24,35,17600,1000,300,733
3718,FALSE,NA,NA,"C","M","U",NA,"24",801000,546000,0,15,26,18,35,77500,10000,1500,4306
3742,FALSE,NA,77,"C","M","H",7,"24",1364000,661000,5,18,34,30,37,44600,2800,500,1487
3746,TRUE,1000,58,"C","M","H",5,"24",1555000,522000,1,19,28,32,33,31000,2200,200,969
3750,FALSE,NA,37,"?","M","U",2,".",4245000,416000,14,17,24,13,23,17800,2500,500,1369
3759,FALSE,NA,NA,"R","M","U",NA,"42",883000,278000,0,17,35,18,33,21700,1800,500,1206
3763,TRUE,3600,75,"R","M","U",NA,"46",694000,244000,0,4,58,17,29,82500,17500,1000,4853
3769,FALSE,NA,85,"T","M","U",NA,"34",1245000,375000,0,5,27,9,26,22800,5000,1500,2533
3811,FALSE,NA,55,"T","F","U",3,"40",559000,276000,0,18,23,12,30,16900,2000,1000,1408
3819,FALSE,NA,43,"C","F","U",7,"25",884000,332000,0,20,29,13,25,12100,1500,500,931
3825,TRUE,1500,73,"S","M","H",2,"18",943000,412000,20,8,45,25,31,28900,1500,500,1156
3827,FALSE,NA,77,"T","M","H",2,"34",723000,325000,6,16,16,14,24,18800,2500,500,1343
3864,FALSE,NA,NA,"R","M","N",1,"53",195000,137000,0,16,14,16,30,14600,2000,300,913
3868,FALSE,NA,NA,"R","F","U",6,"45",543000,233000,13,18,19,8,22,6200,1000,500,775
3873,FALSE,NA,74,"C","F","H",2,"25",581000,243000,7,22,22,26,34,55500,3500,500,2135
3875,FALSE,NA,83,"T","F","H",4,"36",566000,235000,0,25,27,19,36,38600,3300,500,2032
3885,FALSE,NA,87,"T","F","N",2,"41",224000,144000,4,17,42,35,34,72100,3900,500,2060
3886,FALSE,NA,68,"S","M","H",7,"11",2375000,546000,10,16,11,24,21,17200,1000,500,717
3891,TRUE,2500,82,"T","F","N",2,"39",283000,212000,0,16,38,18,33,34500,3000,500,1917
3915,FALSE,NA,17,"U","F","H",5,"8",1894000,306000,0,7,39,27,29,16600,1000,500,615
3918,TRUE,2100,68,"S","F","H",7,"13",5931000,1500000,28,16,46,26,32,33300,2500,500,1281
3931,TRUE,1000,NA,"C","F","N",3,"27",529000,277000,0,21,13,2,6,3500,2000,1500,1750
3933,TRUE,2000,31,"U","M","U",NA,"5",912000,334000,0,21,24,16,27,13700,2000,200,856
3937,FALSE,NA,NA,"R","M","U",1,"51",234000,145000,0,14,29,14,15,14700,2000,500,1050
3952,FALSE,NA,NA,"S","U","H",6,"13",3273000,614000,13,16,38,44,34,45200,1600,300,1027
3953,TRUE,2000,NA,"S","M","H",4,"16",2254000,484000,1,26,16,4,18,6500,2000,1000,1625
3964,FALSE,NA,NA,"?","M","U",2,".",938000,251000,4,15,42,33,27,155100,5100,2000,4700
3965,FALSE,NA,NA,"S","M","H",7,"13",4500000,1068000,25,17,32,13,38,41800,5000,300,3215
3976,FALSE,NA,70,"T","F","N",2,"36",510000,271000,4,15,35,28,31,20750,1200,300,741
3985,TRUE,1200,70,"R","F","H",5,"52",348000,197000,0,7,53,26,33,26590,2000,400,1023
3986,FALSE,NA,75,"S","M","H",6,"13",4467000,642000,12,11,40,21,29,21900,1500,500,1043
3995,FALSE,NA,77,"T","M","U",2,"36",476000,180000,0,15,21,12,27,10600,1200,500,883
4000,FALSE,NA,66,"T","M","H",5,"35",1220000,668000,14,20,21,60,32,36300,1000,200,605
4002,FALSE,NA,77,"?","M","H",5,".",882000,445000,6,16,34,16,29,15350,1250,500,959
4003,FALSE,NA,NA,"S","M","H",3,"20",490000,314000,4,18,22,21,25,9900,700,200,471
4016,FALSE,NA,7,"S","U","U",6,"15",2528000,439000,5,20,15,16,25,37500,4100,500,2344
4017,TRUE,1500,65,"S","F","H",6,"13",5725000,610000,0,18,17,13,23,12900,1500,300,992
4026,TRUE,200,68,"C","F","H",6,"24",748000,444000,0,15,17,63,35,20300,500,100,322
4048,TRUE,1700,63,"U","F","U",2,"7",1014000,262000,13,18,20,16,29,17900,2500,500,1119
4052,FALSE,NA,59,"U","M","H",4,"9",569000,93000,5,21,22,17,23,7100,1000,200,418
4055,TRUE,1000,46,"C","M","U",5,"24",1247000,555000,0,15,28,13,7,13200,1200,1000,1015
4060,FALSE,NA,55,"?","M","H",7,".",1056000,406000,1,8,28,14,26,15400,1400,1000,1100
4062,FALSE,NA,74,"S","M","H",5,"14",2030000,778000,1,20,20,5,14,6000,1500,500,1200
4081,FALSE,NA,67,"S","M","H",7,"13",5435000,862000,0,5,29,10,18,15000,1500,1500,1500
4082,FALSE,NA,39,"U","M","H",4,"8",2017000,279000,12,17,36,27,28,70700,3800,1500,2619
4094,FALSE,NA,75,"T","F","H",6,"35",2315000,766000,0,20,15,9,13,5200,1000,100,578
4119,FALSE,NA,NA,"C","F","U",NA,"29",708000,255000,0,24,17,9,20,51000,10000,500,5667
4127,FALSE,NA,75,"U","F","H",5,"5",875000,285000,0,18,23,13,26,16400,1500,1000,1262
4128,FALSE,NA,71,"T","F","U",NA,"36",484000,138000,0,6,33,14,28,19200,2500,500,1371
4132,FALSE,NA,71,"R","U","U",4,"50",894000,527000,0,19,36,21,29,23000,2000,500,1095
4140,FALSE,NA,64,"R","M","H",1,"49",397000,228000,6,8,39,20,25,45400,5000,1000,2270
4150,TRUE,1400,52,"C","F","N",3,"27",580000,310000,6,17,26,16,32,17200,2000,300,1075
4152,FALSE,NA,NA,"C","F","H",3,"24",833000,398000,47,6,55,25,38,31600,2500,400,1264
4163,FALSE,NA,NA,"S","F","U",NA,"17",1245000,618000,0,16,37,19,24,37900,2500,500,1995
4187,TRUE,2500,83,"S","U","U",NA,"20",951000,266000,0,14,40,34,33,53900,2800,500,1585
4194,FALSE,NA,73,"T","F","H",2,"40",569000,420000,0,18,27,9,37,1e+05,15000,10000,11111
4200,FALSE,NA,53,"?","M","H",6,".",923000,273000,0,16,25,24,22,150500,10000,2500,6271
4208,FALSE,NA,NA,"U","U","U",NA,"10",0,413000,0,18,24,6,22,33700,10000,2500,5617
4211,TRUE,2500,57,"C","F","U",5,"24",919000,425000,29,18,24,13,26,23300,3600,500,1792
4225,TRUE,1000,7,"?","M","U",1,".",1003000,258000,5,18,19,26,28,18300,1100,500,704
4240,FALSE,NA,NA,"S","F","U",NA,"12",971000,495000,0,18,14,10,17,7400,1500,500,740
4243,TRUE,2000,51,"U","F","H",6,"7",867000,214000,0,19,21,10,31,9700,1500,500,970
4254,TRUE,2000,49,"C","M","U",2,"25",1738000,355000,30,6,39,20,30,34200,2500,1500,1710
4284,FALSE,NA,68,"?","M","H",7,".",610000,259000,3,15,36,9,28,21200,5000,200,2356
4288,FALSE,NA,84,"T","M","N",3,"34",733000,335000,0,19,32,24,30,14600,1500,200,608
4300,FALSE,NA,68,"?","M","U",4,".",712000,244000,0,15,44,61,26,64900,1800,400,1064
4303,FALSE,NA,80,"S","M","H",4,"12",1085000,453000,7,8,41,5,17,42500,10000,2500,8500
4314,TRUE,600,75,"U","F","N",2,"7",678000,267000,2,17,21,29,34,15800,1000,500,545
4315,FALSE,NA,35,"T","M","N",3,"36",584000,293000,55,7,37,21,33,17700,1400,300,843
4320,TRUE,1500,17,"T","F","N",1,"40",738000,332000,0,15,20,6,14,6600,1600,500,1100
4321,FALSE,NA,NA,"T","F","N",3,"40",769000,313000,1,8,35,80,33,39000,1300,100,488
4340,FALSE,NA,85,"T","M","U",NA,"41",568000,242000,0,18,30,22,38,39800,2500,1000,1809
4347,FALSE,NA,79,"T","F","U",1,"37",1586000,182000,0,16,26,55,33,68200,2500,500,1240
4352,FALSE,NA,57,"R","U","H",1,"49",440000,296000,22,24,17,10,30,17500,3000,1000,1750
4390,TRUE,1000,87,"S","F","U",NA,"21",727000,345000,0,20,14,28,26,24600,1400,500,879
4393,TRUE,1000,87,"C","M","U",2,"26",1047000,213000,8,4,32,31,24,29500,1500,300,952
4404,FALSE,NA,NA,"T","U","U",NA,"35",1635000,616000,0,18,36,13,29,18200,2500,500,1400
4410,FALSE,NA,83,"C","M","H",2,"28",787000,380000,9,18,39,38,35,40700,2500,500,1071
4414,FALSE,NA,72,"C","F","H",1,"28",674000,248000,10,18,26,18,25,13150,1000,300,731
4415,FALSE,NA,56,"R","M","H",2,"49",676000,291000,0,19,23,29,33,25600,1500,500,883
4417,FALSE,NA,74,"?","M","H",3,".",778000,250000,2,16,40,31,25,23350,1000,300,753
4425,FALSE,NA,73,"R","F","H",5,"51",277000,155000,49,6,47,12,27,13800,1800,500,1150
4427,FALSE,NA,76,"?","F","U",NA,".",2796000,687000,0,21,29,26,22,24000,1300,300,923
4432,FALSE,NA,56,"S","F","H",7,"14",2172000,1033000,1,21,19,11,25,19400,3000,1000,1764
4440,FALSE,NA,69,"R","M","H",1,"50",370000,125000,0,16,25,32,31,62600,3500,500,1956
4445,FALSE,NA,82,"C","U","U",NA,"29",650000,249000,0,19,18,15,25,13000,1300,300,867
4463,FALSE,NA,72,"?","F","U",NA,".",5e+06,221000,0,6,30,9,18,14000,2000,500,1556
4482,FALSE,NA,7,"?","F","H",4,".",778000,168000,0,17,40,32,34,52800,2500,200,1650
4501,FALSE,NA,81,"R","F","U",NA,"45",290000,173000,0,16,30,24,27,23800,1600,500,992
4503,FALSE,NA,75,"S","M","N",2,"17",1031000,289000,13,15,29,13,28,17500,2000,500,1346
4513,TRUE,2000,69,"C","M","H",3,"27",630000,355000,5,26,19,8,26,10400,2000,1000,1300
4522,TRUE,2000,83,"S","M","U",NA,"13",2356000,523000,0,5,19,11,17,17700,2500,1000,1609
4532,FALSE,NA,27,"?","F","U",2,".",763000,329000,18,24,37,19,28,18400,1500,300,968
4544,TRUE,2000,NA,"U","M","U",NA,"3",5132000,655000,0,9,69,38,37,75000,2500,1000,1974
4553,FALSE,NA,83,"R","M","U",1,"48",611000,204000,0,16,15,17,21,15900,1200,500,935
4566,FALSE,NA,69,"T","M","U",NA,"38",787000,341000,0,18,23,19,32,25300,2500,800,1332
4588,TRUE,1500,81,"R","M","N",1,"44",561000,337000,21,5,47,32,34,39800,2500,300,1244
4589,FALSE,NA,56,"S","M","H",5,"21",938000,253000,16,18,27,15,18,9500,1000,400,633
4590,FALSE,NA,84,"C","F","H",5,"30",535000,191000,8,19,39,21,33,28500,2500,500,1357
4592,FALSE,NA,79,"S","F","U",4,"13",1327000,493000,19,17,34,14,30,37700,10000,1000,2693
4594,FALSE,NA,77,"C","M","U",NA,"29",2676000,257000,0,5,43,14,21,25000,3500,600,1786
4605,FALSE,NA,83,"U","M","H",4,"1",2063000,351000,0,17,24,9,28,35500,5000,2500,3944
4606,TRUE,2500,72,"U","U","U",NA,"8",1045000,288000,0,15,29,12,28,29700,2700,2000,2475
4627,FALSE,NA,75,"S","F","H",4,"15",3239000,353000,0,18,25,25,21,18300,1500,200,732
4629,TRUE,1500,74,"C","M","H",6,"24",1460000,551000,20,16,23,34,36,24150,2000,200,710
4631,FALSE,NA,66,"U","M","U",6,"5",2289000,493000,15,5,31,18,24,41000,2700,500,2278
4632,FALSE,NA,50,"C","M","H",5,"27",7e+05,379000,42,5,45,31,41,49000,2500,500,1581
4638,TRUE,2500,73,"S","F","H",3,"13",2473000,585000,0,10,36,32,30,82700,3300,2000,2584
4644,FALSE,NA,74,"S","U","H",5,"11",1072000,461000,0,15,40,13,21,13100,1500,500,1008
4645,FALSE,NA,62,"C","F","N",2,"32",262000,159000,2,6,41,16,29,20700,2100,500,1294
4655,FALSE,NA,74,"S","F","H",6,"12",1043000,423000,2,18,25,25,36,24000,2300,500,960
4657,FALSE,NA,NA,"U","M","H",6,"2",4578000,589000,0,24,19,12,17,10900,1500,300,908
4693,TRUE,1800,57,"C","F","H",7,"24",2421000,552000,0,5,40,41,36,49800,2100,500,1215
4726,FALSE,NA,17,"R","M","U",1,"42",921000,258000,0,19,35,32,41,34400,2000,500,1075
4729,FALSE,NA,79,"?","M","U",NA,".",2609000,486000,0,21,39,31,24,42900,2000,500,1384
4732,FALSE,NA,84,"T","M","N",2,"36",470000,260000,53,19,28,19,25,9900,1000,200,521
4739,FALSE,NA,83,"T","F","H",7,"35",3520000,537000,1,17,21,30,33,31400,1500,500,1047
4746,FALSE,NA,61,"U","M","H",4,"1",1222000,333000,1,4,39,24,32,59300,3600,500,2471
4748,FALSE,NA,76,"R","M","H",3,"52",1563000,801000,3,18,29,22,31,18800,1400,300,855
